sequence_number,path,file_type,size_bytes,line_count,purpose,runtime_surface,static_callers,dynamic_usage_checked,route_or_entrypoint,CI/deployment_usage,migration/data_dependency,security_review,performance_review,disposition,evidence,tests_required,review_status,changing_commit_sha
611,mobile/linas-ai/src/features/integrations/useWhatsAppIntegrations.ts,javascript,2837,86,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
612,mobile/linas-ai/src/features/integrations/whatsappCloudApi.ts,javascript,4680,133,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
613,mobile/linas-ai/src/features/integrations/whatsappCloudConnect.ts,javascript,3648,129,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
614,mobile/linas-ai/src/features/livechat/ConversationRow.tsx,javascript,3206,97,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
615,mobile/linas-ai/src/features/livechat/LikeFeedbackModal.tsx,javascript,4588,165,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
616,mobile/linas-ai/src/features/livechat/LiveChatComposer.tsx,javascript,5225,169,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
617,mobile/linas-ai/src/features/livechat/LiveChatInbox.tsx,javascript,5992,194,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
618,mobile/linas-ai/src/features/livechat/LiveChatMessageBubble.tsx,javascript,5659,158,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
619,mobile/linas-ai/src/features/livechat/LiveChatScreen.tsx,javascript,2868,81,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
620,mobile/linas-ai/src/features/livechat/LiveChatThread.tsx,javascript,7044,211,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
621,mobile/linas-ai/src/features/livechat/liveChatApi.ts,javascript,7648,241,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
622,mobile/linas-ai/src/features/livechat/liveChatTypes.ts,javascript,9328,249,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
623,mobile/linas-ai/src/features/livechat/useLiveChatInbox.ts,javascript,4894,149,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
624,mobile/linas-ai/src/features/livechat/useLiveChatThread.ts,javascript,6867,202,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
625,mobile/linas-ai/src/features/nav/HistoryRows.tsx,javascript,7427,235,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
626,mobile/linas-ai/src/features/nav/ModuleNavContext.tsx,javascript,1207,41,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
627,mobile/linas-ai/src/features/nav/NavDrawer.tsx,javascript,9945,315,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
628,mobile/linas-ai/src/features/nav/NavDrawerAiSetupTile.tsx,javascript,3859,125,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
629,mobile/linas-ai/src/features/nav/NavDrawerFooter.tsx,javascript,4478,150,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
630,mobile/linas-ai/src/features/nav/aiSetupTileStatus.ts,javascript,673,19,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
631,mobile/linas-ai/src/features/nav/drawerModules.ts,javascript,1472,39,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
632,mobile/linas-ai/src/features/nav/moduleIcons.ts,javascript,1150,33,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
633,mobile/linas-ai/src/features/nav/useModuleDrawerHistory.ts,javascript,3154,100,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
634,mobile/linas-ai/src/features/notifications/NotificationsScreen.tsx,javascript,7698,252,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
635,mobile/linas-ai/src/features/notifications/notificationsApi.ts,javascript,3863,122,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
636,mobile/linas-ai/src/features/notifications/pushScaffold.ts,javascript,670,18,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
637,mobile/linas-ai/src/features/settings/SettingsScreen.tsx,javascript,7033,204,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
638,mobile/linas-ai/src/features/shared/ScreenChrome.tsx,javascript,3894,125,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
639,mobile/linas-ai/src/features/shared/SimpleResourceScreen.tsx,javascript,2194,70,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
640,mobile/linas-ai/src/features/smartFollowUp/SmartFollowUpScreen.tsx,javascript,14031,374,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
641,mobile/linas-ai/src/features/smartFollowUp/SmartFollowUpStepEditor.tsx,javascript,4454,141,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
642,mobile/linas-ai/src/features/smartFollowUp/smartFollowUpApi.ts,javascript,4888,161,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
643,mobile/linas-ai/src/features/users/UserFormModal.tsx,javascript,10897,337,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
644,mobile/linas-ai/src/features/users/UsersScreen.tsx,javascript,10758,333,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
645,mobile/linas-ai/src/features/users/usersApi.ts,javascript,4931,160,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
646,mobile/linas-ai/src/features/users/usersPermissions.ts,javascript,3423,129,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
647,mobile/linas-ai/src/hooks/useReduceMotion.ts,javascript,604,21,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
648,mobile/linas-ai/src/i18n/LanguageContext.tsx,javascript,1743,61,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
649,mobile/linas-ai/src/i18n/index.ts,javascript,1055,39,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
650,mobile/linas-ai/src/i18n/languageStore.ts,javascript,354,12,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
651,mobile/linas-ai/src/i18n/locales/ar.ts,javascript,23090,371,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
652,mobile/linas-ai/src/i18n/locales/en.ts,javascript,17321,375,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
653,mobile/linas-ai/src/i18n/locales/fr.ts,javascript,19351,377,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
654,mobile/linas-ai/src/i18n/locales/smartFollowUpAr.ts,javascript,4140,52,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
655,mobile/linas-ai/src/i18n/locales/smartFollowUpEn.ts,javascript,3008,52,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
656,mobile/linas-ai/src/i18n/locales/smartFollowUpFr.ts,javascript,3359,53,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
657,mobile/linas-ai/src/i18n/locales/subscriptionAr.ts,javascript,6205,98,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
658,mobile/linas-ai/src/i18n/locales/subscriptionEn.ts,javascript,4823,98,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
659,mobile/linas-ai/src/i18n/locales/subscriptionFr.ts,javascript,5437,98,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
660,mobile/linas-ai/src/i18n/locales/whatsappAr.ts,javascript,3697,70,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
661,mobile/linas-ai/src/i18n/locales/whatsappEn.ts,javascript,3697,70,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
662,mobile/linas-ai/src/i18n/locales/whatsappFr.ts,javascript,3697,70,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
663,mobile/linas-ai/src/i18n/syncPreferredLanguage.ts,javascript,611,17,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
664,mobile/linas-ai/src/lib/textDirection.ts,javascript,3596,96,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
665,mobile/linas-ai/src/theme/ThemeContext.tsx,javascript,1708,68,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
666,mobile/linas-ai/src/theme/colors.ts,javascript,181,3,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
667,mobile/linas-ai/src/theme/index.ts,javascript,379,9,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
668,mobile/linas-ai/src/theme/spacing.ts,javascript,211,18,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
669,mobile/linas-ai/src/theme/tokens.ts,javascript,2719,114,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
670,mobile/linas-ai/src/theme/typography.ts,javascript,1680,77,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
671,mobile/linas-ai/tests/appendVoiceTranscript.test.mjs,javascript,1415,33,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
672,mobile/linas-ai/tests/cmAutoHighIntent.test.mjs,javascript,3891,74,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
673,mobile/linas-ai/tests/dashboardRebuild.test.mjs,javascript,3536,100,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
674,mobile/linas-ai/tests/design_handoff.test.mjs,javascript,17914,400,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
675,mobile/linas-ai/tests/i18nLocaleCoverage.test.mjs,javascript,3627,97,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
676,mobile/linas-ai/tests/keepMountedScreens.test.mjs,javascript,1845,54,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
677,mobile/linas-ai/tests/metaOAuthMobileReturn.test.mjs,javascript,1399,35,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
678,mobile/linas-ai/tests/navDrawerSmartFollowUp.test.mjs,javascript,4279,98,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
679,mobile/linas-ai/tests/networkError.test.mjs,javascript,1536,36,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
680,mobile/linas-ai/tests/productionCopyAudit.test.mjs,javascript,5554,159,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
681,mobile/linas-ai/tests/streamAuthRetry.test.mjs,javascript,3533,98,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
682,mobile/linas-ai/tests/streamScrollFreedom.test.mjs,javascript,3213,75,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
683,mobile/linas-ai/tests/subscriptionAccessNullNote.test.mjs,javascript,2397,85,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
684,mobile/linas-ai/tests/subscriptionScreen.test.mjs,javascript,6958,167,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
685,mobile/linas-ai/tests/textDirection.test.mjs,javascript,5191,153,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
686,mobile/linas-ai/tests/whatsappCloudMobileReturn.test.mjs,javascript,3341,79,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
687,mobile/linas-ai/tsconfig.json,json,85,6,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
688,mobile/live-chat-android/README.md,docs,1291,40,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
689,mobile/live-chat-android/app/build.gradle.kts,other,1354,54,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
690,mobile/live-chat-android/app/proguard-rules.pro,other,90,1,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
691,mobile/live-chat-android/app/src/main/AndroidManifest.xml,other,1338,31,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
692,mobile/live-chat-android/app/src/main/java/com/linaslaser/livechat/MainActivity.kt,other,9616,261,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
693,mobile/live-chat-android/app/src/main/res/layout/activity_main.xml,other,2709,79,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
694,mobile/live-chat-android/app/src/main/res/values/strings.xml,other,385,8,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
695,mobile/live-chat-android/build.gradle.kts,other,142,4,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
696,mobile/live-chat-android/gradle.properties,other,306,8,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
697,mobile/live-chat-android/settings.gradle.kts,other,333,18,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
698,mobile/releases/linas-live-chat-android.apk,binary,5611065,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
699,modules/__init__.py,python,341,18,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
700,modules/analytics_api.py,python,1412,45,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
701,modules/api_security.py,python,14502,401,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
702,modules/auth_api.py,python,25852,680,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
703,modules/chat_history_api.py,python,1779,64,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
704,modules/cm_api.py,python,13084,344,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
705,modules/cm_faq_api.py,python,8174,229,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
706,modules/cm_media_api.py,python,2308,66,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
707,modules/cm_setup_api.py,python,3274,84,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
708,modules/content_files_api.py,python,6593,174,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
709,modules/core.py,python,3406,100,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
710,modules/creative_api.py,python,2338,66,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
711,modules/dashboard_api.py,python,52564,1291,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
712,modules/entitlements_api.py,python,3945,110,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
713,modules/env_bootstrap.py,python,332,14,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
714,modules/event_handlers.py,python,39515,792,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
715,modules/feedback_api.py,python,2304,66,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
716,modules/flow_api.py,python,806,23,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
717,modules/guest_ai_api.py,python,9138,254,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
718,modules/instructions_api.py,python,7401,211,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
719,modules/live_chat_api.py,python,24054,630,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
720,modules/local_qa_api.py,python,22481,593,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
721,modules/media_api.py,python,4283,120,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
722,modules/meta_compliance.py,python,12225,322,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
723,modules/meta_connections_api.py,python,27056,633,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
724,modules/meta_instagram_login_webhook.py,python,9014,239,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
725,modules/meta_messaging_webhook.py,python,13939,361,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
726,modules/meta_social_posts_api.py,python,11536,267,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
727,modules/mobile_auth_api.py,python,3263,86,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
728,modules/mobile_dashboard_api.py,python,1354,37,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
729,modules/mobile_integrations_api.py,python,7342,187,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
730,modules/mobile_stt_api.py,python,2802,79,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
731,modules/models.py,python,4816,210,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
732,modules/owner_ai_api.py,python,11811,333,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
733,modules/owner_ai_v2_api.py,python,10285,275,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
734,modules/owner_notifications_api.py,python,3058,87,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
735,modules/plans_api.py,python,2481,68,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
736,modules/platform_api.py,python,2223,69,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
737,modules/qa_api.py,python,9154,251,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
738,modules/queue_api.py,python,1384,42,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
739,modules/schedule_api.py,python,1980,58,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
740,modules/settings_api.py,python,8096,224,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
741,modules/smart_messaging_api.py,python,66576,1650,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
742,modules/store_iap_api.py,python,3525,97,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
743,modules/training_files_api.py,python,11758,332,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
744,modules/wallet_api.py,python,9176,224,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
745,modules/webhook_handlers.py,python,79684,1715,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
746,modules/whatsapp_adapters.py,python,2210,61,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
747,modules/whatsapp_cloud_api.py,python,12668,297,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
748,modules/whatsapp_cloud_ops_api.py,python,19247,420,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
749,modules/whatsapp_cloud_webhook.py,python,2646,57,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
750,modules/whatsapp_smart_followup_api.py,python,9955,264,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
751,mypy.ini,config,432,12,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
752,prompt_templates.py,python,20072,376,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
753,pytest.ini,config,311,12,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
754,requirements-dev.txt,docs,239,11,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
755,requirements.txt,docs,1625,72,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
