path,ext,bytes,loc,hand_written,fully_read,review_status,notes
dashboard/src/pages/content-managers/CmAiBasicsPage.jsx,.jsx,4662,124,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmAiLimitsPage.jsx,.jsx,2863,77,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmArticleAttachments.jsx,.jsx,3966,112,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmBranchesPage.jsx,.jsx,7251,188,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmCarePage.jsx,.jsx,353,11,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmCommentsPage.jsx,.jsx,10682,262,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmDynamicMessagesPage.jsx,.jsx,4983,125,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmFaqPage.jsx,.jsx,17131,415,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmHandoffPage.jsx,.jsx,10713,264,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmKnowledgePage.jsx,.jsx,10642,263,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmLanguagesPage.jsx,.jsx,5619,142,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmLearningInboxPage.jsx,.jsx,4877,130,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmOffDaysPage.jsx,.jsx,4094,123,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmOpeningHoursPage.jsx,.jsx,5127,151,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmPricesPage.jsx,.jsx,14808,431,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmPricesPage.locSplit.test.js,.js,1138,30,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmPricesPricingPanels.jsx,.jsx,13596,319,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmPricesSetupPanels.jsx,.jsx,12734,285,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmPublishPage.jsx,.jsx,7571,218,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmRestrictedPage.jsx,.jsx,6152,153,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmSectionPage.jsx,.jsx,1398,41,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmSectionShell.jsx,.jsx,4548,133,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmServicesPage.jsx,.jsx,6224,157,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmSetupChatPanel.jsx,.jsx,4811,140,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmSourcesPage.jsx,.jsx,8247,184,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/CmStylePage.jsx,.jsx,5431,153,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/cmDraftHelpers.js,.js,1587,65,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/cmLanguageConstants.js,.js,356,7,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/cmPricesHelpers.js,.js,1135,32,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/cmSections.js,.js,3924,140,YES,YES,COMPLETE,
dashboard/src/pages/content-managers/useCmSectionDraft.js,.js,4183,139,YES,YES,COMPLETE,
dashboard/src/pages/public/About.jsx,.jsx,4385,84,YES,YES,COMPLETE,
dashboard/src/pages/public/Contact.jsx,.jsx,2208,51,YES,YES,COMPLETE,
dashboard/src/pages/public/Features.jsx,.jsx,1605,45,YES,YES,COMPLETE,
dashboard/src/pages/public/Landing.jsx,.jsx,3606,79,YES,YES,COMPLETE,
dashboard/src/pages/public/Pricing.jsx,.jsx,4029,100,YES,YES,COMPLETE,
dashboard/src/pages/public/Register.jsx,.jsx,8024,203,YES,YES,COMPLETE,
dashboard/src/publicLanding.test.jsx,.jsx,4871,119,YES,YES,COMPLETE,
dashboard/src/setupTests.js,.js,295,11,YES,YES,COMPLETE,
dashboard/src/testHelpers/a11ySmoke.js,.js,1098,37,YES,YES,COMPLETE,
dashboard/src/testHelpers/renderWithProviders.jsx,.jsx,2157,82,YES,YES,COMPLETE,
dashboard/src/types/domain-content.d.ts,.ts,7494,335,YES,YES,COMPLETE,
dashboard/src/types/domain-core.d.ts,.ts,5578,234,YES,YES,COMPLETE,
dashboard/src/types/domain-smart.d.ts,.ts,3446,157,YES,YES,COMPLETE,
dashboard/src/types/domain.d.ts,.ts,356,9,YES,YES,COMPLETE,
dashboard/src/types/domain.locSplit.test.js,.js,980,27,YES,YES,COMPLETE,
dashboard/src/utils/apiBaseUrl.jsx,.jsx,3017,87,YES,YES,COMPLETE,
dashboard/src/utils/apiValidate.js,.js,4384,179,YES,YES,COMPLETE,
dashboard/src/utils/authFetch.jsx,.jsx,1099,39,YES,YES,COMPLETE,
dashboard/src/utils/authFetch.test.jsx,.jsx,1433,51,YES,YES,COMPLETE,
dashboard/src/utils/buildInfo.jsx,.jsx,326,6,YES,YES,COMPLETE,
dashboard/src/utils/csrf.jsx,.jsx,697,25,YES,YES,COMPLETE,
dashboard/src/utils/csrf.test.jsx,.jsx,893,26,YES,YES,COMPLETE,
dashboard/src/utils/dateUtils.jsx,.jsx,7596,264,YES,YES,COMPLETE,
dashboard/src/utils/guestChatApi.js,.js,3253,108,YES,YES,COMPLETE,
dashboard/src/utils/permissions.jsx,.jsx,5254,178,YES,YES,COMPLETE,
dashboard/src/utils/permissions.test.js,.js,1803,52,YES,YES,COMPLETE,
dashboard/src/vite-env.d.ts,.ts,407,22,YES,YES,COMPLETE,
dashboard/tailwind.config.js,.js,3451,116,YES,YES,COMPLETE,
dashboard/vite.config.mjs,.mjs,2257,66,YES,YES,COMPLETE,
data/__init__.py,.py,66,1,YES,YES,COMPLETE,
data/analytics_daily.json,.json,2481,,NO,N/A,BINARY_OR_NON_SOURCE,
data/app_settings.json,.json,1798,,NO,N/A,BINARY_OR_NON_SOURCE,
data/knowledge_base.txt,.txt,0,,NO,N/A,BINARY_OR_NON_SOURCE,
data/knowledge_files/marwa_extended_tool_rules.json,.json,22733,,NO,N/A,BINARY_OR_NON_SOURCE,
data/message_preview_queue.json,.json,0,,NO,N/A,BINARY_OR_NON_SOURCE,
data/message_templates.json,.json,9518,,NO,N/A,BINARY_OR_NON_SOURCE,
data/phone_to_room_mapping.json,.json,325,,NO,N/A,BINARY_OR_NON_SOURCE,
data/price_list.txt,.txt,585,,NO,N/A,BINARY_OR_NON_SOURCE,
data/qa_database.json,.json,7838,,NO,N/A,BINARY_OR_NON_SOURCE,
data/sent_smart_messages.json,.json,2,,NO,N/A,BINARY_OR_NON_SOURCE,
data/service_template_mapping.json,.json,2082,,NO,N/A,BINARY_OR_NON_SOURCE,
data/style_guide.txt,.txt,0,,NO,N/A,BINARY_OR_NON_SOURCE,
db/__init__.py,.py,500,23,YES,YES,COMPLETE,
db/models/__init__.py,.py,1068,41,YES,YES,COMPLETE,
db/models/base.py,.py,197,9,YES,YES,COMPLETE,
db/models/whatsapp_cloud.py,.py,17715,341,YES,YES,COMPLETE,
db/models/whatsapp_smart_followup.py,.py,9494,202,YES,YES,COMPLETE,
db/session.py,.py,4046,123,YES,YES,COMPLETE,
deploy.sh,.sh,16198,,NO,N/A,BINARY_OR_NON_SOURCE,
deploy/README.md,.md,1169,,NO,N/A,BINARY_OR_NON_SOURCE,
deploy/nginx-api-include.conf,.conf,3962,,NO,N/A,BINARY_OR_NON_SOURCE,
deploy/nginx-linasaibot.conf,.conf,6331,,NO,N/A,BINARY_OR_NON_SOURCE,
deploy/nginx-privacy-log.conf,.conf,424,,NO,N/A,BINARY_OR_NON_SOURCE,
deploy/systemd/linasbot-worker@.service,.service,1854,,NO,N/A,BINARY_OR_NON_SOURCE,
docker-compose.prod.yml,.yml,1859,,NO,N/A,BINARY_OR_NON_SOURCE,
docker-compose.yml,.yml,2654,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/ACTIVITY_FLOW_DETAILED.md,.md,11938,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/AI_SMART_EMPLOYEE_ARCHITECTURE_IMPLEMENTATION.md,.md,17439,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/ANALYTICS_LOGIC.md,.md,4612,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/AUDIT_CLOSURE_LEDGER.md,.md,5884,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/AUTH_DEBUG_SERVER_CHECKLIST.md,.md,1905,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/BACKEND_ENV.md,.md,1786,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/BOOKING_AGENT_API_REFERENCE.md,.md,7491,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/CLAUDE_MEMORY.md,.md,24427,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/CM_FULL_CORPUS_LEDGER.md,.md,2388,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/CONTENT_MANAGEMENT_AI_CONTROL_PLANE_PLAN.md,.md,1192,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/CONTENT_MANAGEMENT_AI_CONTROL_PLANE_PLAN_architecture.md,.md,6413,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/CONTENT_MANAGEMENT_AI_CONTROL_PLANE_PLAN_overview.md,.md,7568,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/CONTENT_MANAGEMENT_AI_CONTROL_PLANE_PLAN_phases.md,.md,9636,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/CONTENT_MANAGEMENT_AI_CONTROL_PLANE_PLAN_runtime.md,.md,5114,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/DEPLOY_AUTH_MIGRATION_CHECKLIST.md,.md,2665,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/DEPLOY_TROUBLESHOOT.md,.md,3483,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/FIRESTORE_INDEXES.md,.md,1072,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/FIRESTORE_INDEXES_DEPLOY.md,.md,1412,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_API_CONTRACT.md,.md,5521,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_FAQ_CORRECTION_WORKFLOW.md,.md,5466,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_IDENTITY_VERIFICATION.md,.md,2034,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_MESSAGE_ID_VERIFICATION.md,.md,3638,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_OVERVIEW.md,.md,2764,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_PERFORMANCE_FIXES.md,.md,4149,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_REALTIME.md,.md,2861,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_REALTIME_FIX_DIAGNOSIS.md,.md,4912,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/LIVE_CHAT_REFACTOR_ROLLOUT.md,.md,2817,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/MESSAGE_FLOW_MOCKUP.md,.md,4364,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/META_APP_REVIEW_SOCIAL_PACKAGE.md,.md,4321,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/META_APP_REVIEW_SUBMISSION.md,.md,6853,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/META_MESSAGING_SETUP.md,.md,5594,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/PHASE2_PRE_RELEASE_REPORT.md,.md,2692,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/PHASE2_PRODUCTION_RECONCILE.md,.md,1328,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/PREDEPLOY_ENV_CHECKLIST.md,.md,2068,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/PRODUCTION_AUTH_CHECKLIST.md,.md,2590,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/RATE_LIMIT_REDIS.md,.md,2498,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/VERIFICATION_SMART_MESSAGING.md,.md,5141,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/ALL_PROBLEMS_FOUND.md,.md,99107,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/ARCHITECTURE_RUNTIME_MAP.md,.md,1534,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/BASELINE_TESTS_BUILDS.md,.md,2086,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/FILES_OVER_500.csv,.csv,3993,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/FILE_INVENTORY.csv,.csv,897326,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/FILE_REVIEW_LOG.md,.md,13586,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/FINAL_DELETION_PROOF.md,.md,8536,,NO,N/A,BINARY_OR_NON_SOURCE,added_at_freeze_parity
docs/audit/FINAL_EXTERNAL_ACTIVATION_CHECKLIST.md,.md,3471,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/FINAL_FREEZE_VERIFICATION.md,.md,5614,,NO,N/A,BINARY_OR_NON_SOURCE,freeze_docs_added
docs/audit/FINAL_OVER_500_FILES.md,.md,1824,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/FINAL_POST_REMEDIATION_INVENTORY.csv,.csv,114207,,NO,N/A,BINARY_OR_NON_SOURCE,added_at_freeze_parity
docs/audit/FINAL_POST_REMEDIATION_REPORT.md,.md,3388,,NO,N/A,BINARY_OR_NON_SOURCE,added_at_freeze_parity
docs/audit/FINAL_SECURITY_FINDINGS.md,.md,10573,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/FINAL_TEST_MATRIX.md,.md,2372,,NO,N/A,BINARY_OR_NON_SOURCE,added_at_freeze_parity
docs/audit/FINAL_WEB_TO_MOBILE_PARITY_MATRIX.csv,.csv,9403,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/KNOWN_SECURITY_CONCERNS.md,.md,3432,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/MONTY_REMAINING_CALLERS.md,.md,1975,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/OVER_500_FILES.md,.md,3932,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/OWNER_SUMMARY_COMPLETE.md,.md,18581,,NO,N/A,BINARY_OR_NON_SOURCE,added_at_freeze_parity
docs/audit/PHASE0A_BASELINE.md,.md,1145,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PHASE0C_RECONCILIATION.md,.md,8935,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PHASE0_FORENSIC_AUDIT.md,.md,946,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PHASE0_RETURN.md,.md,799,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PHASE1_REINSPECT_REPORT.md,.md,6324,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PHASE1_REMEDIATION_PLAN.md,.md,37938,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PHASE1_RESIDUAL_PROBLEMS.md,.md,12288,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PII_EXPOSURE_REPORT.md,.md,2224,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/PRODUCTION_READINESS.md,.md,14582,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/RESIDUAL_STATUS.md,.md,1015,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/SECURITY_FINDINGS.md,.md,60263,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/TRACKED_FILE_INVENTORY.csv,.csv,197932,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/UNTRACKED_IGNORED_ARTIFACTS.csv,.csv,6127,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/WEB_TO_MOBILE_PARITY_NOTES.md,.md,1611,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/_gate_results_c5.md,.md,2992,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/_phase_r_pattern_hits.json,.json,3341,,NO,N/A,BINARY_OR_NON_SOURCE,added_at_freeze_parity
docs/audit/deletions/ARCHIVE_PROVEN_b2_docs_scripts_binaries.md,.md,1431,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/BLOCKED_creative_cancelled_stack.md,.md,1302,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_Analytics_page.md,.md,934,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_CreativeStudioScreen.md,.md,1696,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_bot_chat_md.md,.md,1548,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_cleanup_reports.md,.md,1586,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_delete_all_conversations.md,.md,1999,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_disabled_dashboard_pages.md,.md,2861,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_live_chat_archive.md,.md,2519,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_runtime_logs_and_tmp.md,.md,1620,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DELETE_PROVEN_third_provider_adapter.md,.md,1672,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/audit/deletions/DISABLED_PROVEN_content_files_instructions.md,.md,1795,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT.md,.md,1451,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_content_management.md,.md,2348,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_drawer.md,.md,1237,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_guest_chat.md,.md,1416,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_live_chat.md,.md,900,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_owner_proposal.md,.md,2085,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_quality_and_verification.md,.md,6172,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_settings.md,.md,873,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_setup_and_meta.md,.md,2302,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/design/MAHMOUD_MOBILE_PROMPT_spec_and_visual.md,.md,3261,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/evidence/customer_reply_ai_v2/03_production_cutover.md,.md,1823,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/evidence/system_copilot_v2/capability_manifest.json,.json,2679,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/meta-two-app-strategy.md,.md,5401,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/notes.md,.md,57,,NO,N/A,BINARY_OR_NON_SOURCE,
docs/pricing_discount_sync_checklist.md,.md,1506,,NO,N/A,BINARY_OR_NON_SOURCE,
firestore.indexes.json,.json,868,,NO,N/A,BINARY_OR_NON_SOURCE,
handlers/VERSION.py,.py,1373,54,YES,YES,COMPLETE,
handlers/__init__.py,.py,104,2,YES,YES,COMPLETE,
handlers/photo_handlers.py,.py,8844,206,YES,YES,COMPLETE,
handlers/text_handlers.py,.py,857,28,YES,YES,COMPLETE,
handlers/text_handlers_delayed.py,.py,12351,243,YES,YES,COMPLETE,
handlers/text_handlers_firestore.py,.py,2829,82,YES,YES,COMPLETE,
handlers/text_handlers_message.py,.py,15821,345,YES,YES,COMPLETE,
handlers/text_handlers_message_greeting.py,.py,3291,91,YES,YES,COMPLETE,
handlers/text_handlers_message_takeover.py,.py,17023,338,YES,YES,COMPLETE,
handlers/text_handlers_respond.py,.py,3901,111,YES,YES,COMPLETE,
handlers/text_handlers_respond_intent.py,.py,14856,418,YES,YES,COMPLETE,
handlers/text_handlers_respond_keywords.py,.py,5723,315,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase1.py,.py,15386,284,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase10.py,.py,5539,118,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase11.py,.py,19446,422,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase12.py,.py,6986,148,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase2.py,.py,13190,268,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase3.py,.py,13468,282,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase4.py,.py,10689,186,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase5.py,.py,25432,444,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase6.py,.py,13331,267,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase7.py,.py,15474,291,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase8.py,.py,1911,53,YES,YES,COMPLETE,
handlers/text_handlers_respond_phase9.py,.py,16700,374,YES,YES,COMPLETE,
handlers/text_handlers_respond_reply.py,.py,9861,293,YES,YES,COMPLETE,
handlers/text_handlers_wa_me_handoff.py,.py,2156,48,YES,YES,COMPLETE,added at freeze refresh
handlers/training_handlers.py,.py,17698,295,YES,YES,COMPLETE,
handlers/voice_handlers.py,.py,15156,339,YES,YES,COMPLETE,
language_resolver.py,.py,10548,276,YES,YES,COMPLETE,
language_resolver_signals.py,.py,6229,201,YES,YES,COMPLETE,
language_resolver_text.py,.py,4561,121,YES,YES,COMPLETE,
main.py,.py,6438,156,YES,YES,COMPLETE,
mobile/linas-ai/.gitignore,(none),498,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/.npmrc,(none),22,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/AGENTS.md,.md,118,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/App.tsx,.tsx,407,16,YES,YES,COMPLETE,
mobile/linas-ai/CLAUDE.md,.md,11,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/LICENSE,(none),1106,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/README.md,.md,2488,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/TEST_LOGIN.md,.md,1180,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/app.json,.json,2292,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/android-icon-background.png,.png,100080,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/android-icon-foreground.png,.png,8948,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/android-icon-monochrome.png,.png,8636,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/favicon.png,.png,2154,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/icon.png,.png,109083,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/linas-app-icon.svg,.svg,1068,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/splash-icon.png,.png,109083,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/splash-native.png,.png,4556,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/assets/splash.png,.png,75985,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/mockups/linas-dashboard-active-populated-approx.png,.png,1258093,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/mockups/linas-dashboard-arabic-rtl-approx.png,.png,1337211,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/mockups/linas-dashboard-dms-ok-comments-blocked-approx.png,.png,1319481,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/mockups/linas-dashboard-empty-usage-approx.png,.png,1208301,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/mockups/linas-dashboard-offline-error-approx.png,.png,1184442,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/subscription-mockups/README.md,.md,115,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/subscription-mockups/sub-mock-arabic-rtl.png,.png,1200957,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/subscription-mockups/sub-mock-current-growth.png,.png,1462091,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/subscription-mockups/sub-mock-current-lite.png,.png,1165534,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/subscription-mockups/sub-mock-current-max.png,.png,1638542,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/subscription-mockups/sub-mock-no-subscription.png,.png,1365845,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/docs/subscription-mockups/sub-mock-store-unavailable.png,.png,1218504,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/eas.json,.json,1627,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/index.ts,.ts,548,14,YES,YES,COMPLETE,
mobile/linas-ai/package-lock.json,.json,238565,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/package.json,.json,1401,,NO,N/A,BINARY_OR_NON_SOURCE,
mobile/linas-ai/src/api/accessToken.ts,.ts,2462,82,YES,YES,COMPLETE,
mobile/linas-ai/src/api/client.ts,.ts,3272,109,YES,YES,COMPLETE,
mobile/linas-ai/src/api/formDataFile.ts,.ts,857,26,YES,YES,COMPLETE,
mobile/linas-ai/src/api/guestClient.ts,.ts,3364,107,YES,YES,COMPLETE,
mobile/linas-ai/src/api/networkError.ts,.ts,757,23,YES,YES,COMPLETE,
mobile/linas-ai/src/api/types.ts,.ts,1628,48,YES,YES,COMPLETE,
mobile/linas-ai/src/app/AppScreenTree.tsx,.tsx,7279,183,YES,YES,COMPLETE,
mobile/linas-ai/src/app/AppShell.tsx,.tsx,8198,289,YES,YES,COMPLETE,
mobile/linas-ai/src/app/KeepMountedPane.tsx,.tsx,1154,45,YES,YES,COMPLETE,
mobile/linas-ai/src/app/moduleNav.ts,.ts,2234,80,YES,YES,COMPLETE,
mobile/linas-ai/src/app/navigation.ts,.ts,3479,87,YES,YES,COMPLETE,
mobile/linas-ai/src/auth/guestSession.ts,.ts,931,28,YES,YES,COMPLETE,
mobile/linas-ai/src/auth/tokenStore.ts,.ts,1478,46,YES,YES,COMPLETE,
mobile/linas-ai/src/components/AppIcon.tsx,.tsx,1543,46,YES,YES,COMPLETE,
mobile/linas-ai/src/components/BrandMark.tsx,.tsx,1365,55,YES,YES,COMPLETE,
mobile/linas-ai/src/components/EmptyState.tsx,.tsx,993,38,YES,YES,COMPLETE,
mobile/linas-ai/src/components/GradientBackground.tsx,.tsx,1086,44,YES,YES,COMPLETE,
mobile/linas-ai/src/components/LinasStarMark.tsx,.tsx,1024,34,YES,YES,COMPLETE,
mobile/linas-ai/src/components/PrimaryButton.tsx,.tsx,2036,82,YES,YES,COMPLETE,
